MutantID,Operator,Extra,POS_NEG,Class,Line,Original,Mutated
223,ROR,"==(float,float)","<=(float,float)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),537,19979,f.floatValue() <= 0.0F
224,ROR,"==(float,float)",">=(float,float)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),537,19979,f.floatValue() >= 0.0F
225,ROR,"==(float,float)","FALSE(float,float)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),537,19994,false
226,COR,"&&(boolean,boolean)","==(boolean,boolean)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),537,19979,f.floatValue() == 0.0F == !allZeros
227,COR,"&&(boolean,boolean)","FALSE(boolean,boolean)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),537,20002,false
228,COR,"&&(boolean,boolean)","LHS(boolean,boolean)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),537,19979,f.floatValue() == 0.0F
229,COR,"&&(boolean,boolean)","RHS(boolean,boolean)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),537,20005,!allZeros
230,COR,"||(boolean,boolean)","!=(boolean,boolean)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),537,19960,f.isInfinite() != (f.floatValue() == 0.0F && !allZeros)
231,COR,"||(boolean,boolean)","LHS(boolean,boolean)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),537,19960,f.isInfinite()
232,COR,"||(boolean,boolean)","RHS(boolean,boolean)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),537,19978,(f.floatValue() == 0.0F && !allZeros)
233,COR,"||(boolean,boolean)","TRUE(boolean,boolean)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),537,19975,true
234,LVR,0,POS,org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),551,20683,1.0
235,LVR,0,NEG,org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),551,20683,-1.0
236,ROR,"==(double,double)","<=(double,double)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),551,20665,d.floatValue() <= 0.0
237,ROR,"==(double,double)",">=(double,double)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),551,20665,d.floatValue() >= 0.0
238,ROR,"==(double,double)","FALSE(double,double)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),551,20680,false
239,COR,"&&(boolean,boolean)","==(boolean,boolean)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),551,20665,d.floatValue() == 0.0 == !allZeros
240,COR,"&&(boolean,boolean)","FALSE(boolean,boolean)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),551,20688,false
241,COR,"&&(boolean,boolean)","LHS(boolean,boolean)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),551,20665,d.floatValue() == 0.0
242,COR,"&&(boolean,boolean)","RHS(boolean,boolean)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),551,20691,!allZeros
243,COR,"||(boolean,boolean)","!=(boolean,boolean)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),551,20646,d.isInfinite() != (d.floatValue() == 0.0 && !allZeros)
244,COR,"||(boolean,boolean)","LHS(boolean,boolean)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),551,20646,d.isInfinite()
245,COR,"||(boolean,boolean)","RHS(boolean,boolean)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),551,20664,(d.floatValue() == 0.0 && !allZeros)
246,COR,"||(boolean,boolean)","TRUE(boolean,boolean)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),551,20661,true
247,LVR,NEG,0,org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),570,21448,0
248,LVR,NEG,POS,org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),570,21448,1
249,ROR,">(int,int)","!=(int,int)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),570,21439,expPos != -1
250,ROR,">(int,int)",">=(int,int)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),570,21439,expPos >= -1
251,ROR,">(int,int)","FALSE(int,int)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),570,21446,false
252,LVR,POS,0,org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),570,21478,0
253,LVR,POS,NEG,org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),570,21478,-1
254,AOR,"-(int,int)","%(int,int)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),570,21463,str.length() % 1
255,AOR,"-(int,int)","*(int,int)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),570,21463,str.length() * 1
256,AOR,"-(int,int)","+(int,int)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),570,21463,str.length() + 1
257,AOR,"-(int,int)","/(int,int)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),570,21463,str.length() / 1
258,ROR,"<(int,int)","!=(int,int)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),570,21454,expPos != str.length() - 1
259,ROR,"<(int,int)","<=(int,int)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),570,21454,expPos <= str.length() - 1
260,ROR,"<(int,int)","FALSE(int,int)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),570,21461,false
261,COR,"&&(boolean,boolean)","==(boolean,boolean)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),570,21439,expPos > -1 == expPos < str.length() - 1
262,COR,"&&(boolean,boolean)","FALSE(boolean,boolean)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),570,21451,false
263,COR,"&&(boolean,boolean)","LHS(boolean,boolean)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),570,21439,expPos > -1
264,COR,"&&(boolean,boolean)","RHS(boolean,boolean)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),570,21454,expPos < str.length() - 1
265,LVR,POS,0,org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),571,21524,0
266,LVR,POS,NEG,org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),571,21524,-1
267,AOR,"+(int,int)","%(int,int)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),571,21515,expPos % 1
268,AOR,"+(int,int)","*(int,int)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),571,21515,expPos * 1
269,AOR,"+(int,int)","-(int,int)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),571,21515,expPos - 1
270,AOR,"+(int,int)","/(int,int)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),571,21515,expPos / 1
271,ROR,"==(java.lang.Object,java.lang.Object)","FALSE(java.lang.Object,java.lang.Object)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),575,21609,false
272,ROR,"==(java.lang.Object,java.lang.Object)","FALSE(java.lang.Object,java.lang.Object)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),575,21624,false
273,COR,"&&(boolean,boolean)","==(boolean,boolean)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),575,21605,dec == null == (exp == null)
274,COR,"&&(boolean,boolean)","FALSE(boolean,boolean)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),575,21617,false
275,COR,"&&(boolean,boolean)","LHS(boolean,boolean)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),575,21605,dec == null
276,COR,"&&(boolean,boolean)","RHS(boolean,boolean)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),575,21620,exp == null
277,COR,"&&(boolean,boolean)","==(boolean,boolean)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),591,22213,isAllZeros(mant) == isAllZeros(exp)
278,COR,"&&(boolean,boolean)","FALSE(boolean,boolean)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),591,22230,false
279,COR,"&&(boolean,boolean)","LHS(boolean,boolean)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),591,22213,isAllZeros(mant)
280,COR,"&&(boolean,boolean)","RHS(boolean,boolean)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),591,22233,isAllZeros(exp)
281,LVR,POS,0,org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),593,22294,0
282,LVR,POS,NEG,org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),593,22294,-7
283,ROR,"<=(int,int)","<(int,int)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),593,22279,numDecimals < 7
284,ROR,"<=(int,int)","==(int,int)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),593,22279,numDecimals == 7
285,ROR,"<=(int,int)","TRUE(int,int)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),593,22291,true
286,LVR,0,POS,org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),595,22485,1.0F
287,LVR,0,NEG,org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),595,22485,-1.0F
288,ROR,"==(float,float)","<=(float,float)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),595,22467,f.floatValue() <= 0.0F
289,ROR,"==(float,float)",">=(float,float)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),595,22467,f.floatValue() >= 0.0F
290,ROR,"==(float,float)","FALSE(float,float)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),595,22482,false
291,COR,"&&(boolean,boolean)","==(boolean,boolean)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),595,22467,f.floatValue() == 0.0F == !allZeros
292,COR,"&&(boolean,boolean)","FALSE(boolean,boolean)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),595,22490,false
293,COR,"&&(boolean,boolean)","LHS(boolean,boolean)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),595,22467,f.floatValue() == 0.0F
294,COR,"&&(boolean,boolean)","RHS(boolean,boolean)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),595,22493,!allZeros
295,COR,"||(boolean,boolean)","!=(boolean,boolean)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),595,22448,f.isInfinite() != (f.floatValue() == 0.0F && !allZeros)
296,COR,"||(boolean,boolean)","LHS(boolean,boolean)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),595,22448,f.isInfinite()
297,COR,"||(boolean,boolean)","RHS(boolean,boolean)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),595,22466,(f.floatValue() == 0.0F && !allZeros)
298,COR,"||(boolean,boolean)","TRUE(boolean,boolean)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),595,22463,true
299,LVR,POS,0,org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),603,22722,0
300,LVR,POS,NEG,org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),603,22722,-16
301,ROR,"<=(int,int)","<(int,int)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),603,22707,numDecimals < 16
302,ROR,"<=(int,int)","==(int,int)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),603,22707,numDecimals == 16
303,ROR,"<=(int,int)","TRUE(int,int)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),603,22719,true
304,LVR,0,POS,org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),605,22924,1.0
305,LVR,0,NEG,org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),605,22924,-1.0
306,ROR,"==(double,double)","<=(double,double)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),605,22905,d.doubleValue() <= 0.0
307,ROR,"==(double,double)",">=(double,double)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),605,22905,d.doubleValue() >= 0.0
308,ROR,"==(double,double)","FALSE(double,double)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),605,22921,false
309,COR,"&&(boolean,boolean)","==(boolean,boolean)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),605,22905,d.doubleValue() == 0.0 == !allZeros
310,COR,"&&(boolean,boolean)","FALSE(boolean,boolean)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),605,22929,false
311,COR,"&&(boolean,boolean)","LHS(boolean,boolean)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),605,22905,d.doubleValue() == 0.0
312,COR,"&&(boolean,boolean)","RHS(boolean,boolean)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),605,22932,!allZeros
313,COR,"||(boolean,boolean)","!=(boolean,boolean)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),605,22886,d.isInfinite() != (d.doubleValue() == 0.0 && !allZeros)
314,COR,"||(boolean,boolean)","LHS(boolean,boolean)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),605,22886,d.isInfinite()
315,COR,"||(boolean,boolean)","RHS(boolean,boolean)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),605,22904,(d.doubleValue() == 0.0 && !allZeros)
316,COR,"||(boolean,boolean)","TRUE(boolean,boolean)",org.apache.commons.lang3.math.NumberUtils@createNumber(java.lang.String),605,22901,true
317,ROR,"==(java.lang.Object,java.lang.Object)","FALSE(java.lang.Object,java.lang.Object)",org.apache.commons.lang3.math.NumberUtils@isAllZeros(java.lang.String),625,23503,false
318,LVR,TRUE,FALSE,org.apache.commons.lang3.math.NumberUtils@isAllZeros(java.lang.String),626,23533,false
319,LVR,POS,0,org.apache.commons.lang3.math.NumberUtils@isAllZeros(java.lang.String),628,23585,0
320,LVR,POS,NEG,org.apache.commons.lang3.math.NumberUtils@isAllZeros(java.lang.String),628,23585,-1
321,AOR,"-(int,int)","%(int,int)",org.apache.commons.lang3.math.NumberUtils@isAllZeros(java.lang.String),628,23570,str.length() % 1
322,AOR,"-(int,int)","*(int,int)",org.apache.commons.lang3.math.NumberUtils@isAllZeros(java.lang.String),628,23570,str.length() * 1
323,AOR,"-(int,int)","+(int,int)",org.apache.commons.lang3.math.NumberUtils@isAllZeros(java.lang.String),628,23570,str.length() + 1
324,AOR,"-(int,int)","/(int,int)",org.apache.commons.lang3.math.NumberUtils@isAllZeros(java.lang.String),628,23570,str.length() / 1
325,LVR,0,POS,org.apache.commons.lang3.math.NumberUtils@isAllZeros(java.lang.String),628,23593,1
326,LVR,0,NEG,org.apache.commons.lang3.math.NumberUtils@isAllZeros(java.lang.String),628,23593,-1
327,ROR,">=(int,int)","==(int,int)",org.apache.commons.lang3.math.NumberUtils@isAllZeros(java.lang.String),628,23588,i == 0
328,ROR,">=(int,int)",">(int,int)",org.apache.commons.lang3.math.NumberUtils@isAllZeros(java.lang.String),628,23588,i > 0
329,ROR,">=(int,int)","TRUE(int,int)",org.apache.commons.lang3.math.NumberUtils@isAllZeros(java.lang.String),628,23590,true
330,ROR,"!=(int,int)","<(int,int)",org.apache.commons.lang3.math.NumberUtils@isAllZeros(java.lang.String),629,23619,str.charAt(i) < '0'
331,ROR,"!=(int,int)",">(int,int)",org.apache.commons.lang3.math.NumberUtils@isAllZeros(java.lang.String),629,23619,str.charAt(i) > '0'
332,ROR,"!=(int,int)","TRUE(int,int)",org.apache.commons.lang3.math.NumberUtils@isAllZeros(java.lang.String),629,23633,true
333,LVR,FALSE,TRUE,org.apache.commons.lang3.math.NumberUtils@isAllZeros(java.lang.String),630,23666,true
334,LVR,0,POS,org.apache.commons.lang3.math.NumberUtils@isAllZeros(java.lang.String),633,23727,1
335,LVR,0,NEG,org.apache.commons.lang3.math.NumberUtils@isAllZeros(java.lang.String),633,23727,-1
336,ROR,">(int,int)",">=(int,int)",org.apache.commons.lang3.math.NumberUtils@isAllZeros(java.lang.String),633,23712,str.length() >= 0
337,ROR,">(int,int)","FALSE(int,int)",org.apache.commons.lang3.math.NumberUtils@isAllZeros(java.lang.String),633,23725,false
338,ROR,"==(java.lang.Object,java.lang.Object)","FALSE(java.lang.Object,java.lang.Object)",org.apache.commons.lang3.math.NumberUtils@createFloat(java.lang.String),647,24273,false
339,ROR,"==(java.lang.Object,java.lang.Object)","FALSE(java.lang.Object,java.lang.Object)",org.apache.commons.lang3.math.NumberUtils@createDouble(java.lang.String),663,24823,false
340,ROR,"==(java.lang.Object,java.lang.Object)","FALSE(java.lang.Object,java.lang.Object)",org.apache.commons.lang3.math.NumberUtils@createInteger(java.lang.String),680,25419,false
341,ROR,"==(java.lang.Object,java.lang.Object)","FALSE(java.lang.Object,java.lang.Object)",org.apache.commons.lang3.math.NumberUtils@createLong(java.lang.String),698,26085,false
342,ROR,"==(java.lang.Object,java.lang.Object)","FALSE(java.lang.Object,java.lang.Object)",org.apache.commons.lang3.math.NumberUtils@createBigInteger(java.lang.String),715,26716,false
343,LVR,0,POS,org.apache.commons.lang3.math.NumberUtils@createBigInteger(java.lang.String),718,26780,1
344,LVR,0,NEG,org.apache.commons.lang3.math.NumberUtils@createBigInteger(java.lang.String),718,26780,-1
345,LVR,POS,0,org.apache.commons.lang3.math.NumberUtils@createBigInteger(java.lang.String),719,26827,0
346,LVR,POS,NEG,org.apache.commons.lang3.math.NumberUtils@createBigInteger(java.lang.String),719,26827,-10
347,LVR,FALSE,TRUE,org.apache.commons.lang3.math.NumberUtils@createBigInteger(java.lang.String),720,26856,true
348,COR,<METHOD_INVOCATION(boolean)>,FALSE,org.apache.commons.lang3.math.NumberUtils@createBigInteger(java.lang.String),721,26914,false
349,COR,<METHOD_INVOCATION(boolean)>,TRUE,org.apache.commons.lang3.math.NumberUtils@createBigInteger(java.lang.String),721,26914,true
350,LVR,TRUE,FALSE,org.apache.commons.lang3.math.NumberUtils@createBigInteger(java.lang.String),722,26944,false
351,STD,<ASSIGN>,<NO-OP>,org.apache.commons.lang3.math.NumberUtils@createBigInteger(java.lang.String),722,26935,<NO-OP>
352,LVR,POS,0,org.apache.commons.lang3.math.NumberUtils@createBigInteger(java.lang.String),723,26968,0
353,LVR,POS,NEG,org.apache.commons.lang3.math.NumberUtils@createBigInteger(java.lang.String),723,26968,-1
354,STD,<ASSIGN>,<NO-OP>,org.apache.commons.lang3.math.NumberUtils@createBigInteger(java.lang.String),723,26962,<NO-OP>
355,COR,"||(boolean,boolean)","!=(boolean,boolean)",org.apache.commons.lang3.math.NumberUtils@createBigInteger(java.lang.String),725,26993,"str.startsWith(""0x"", pos) != str.startsWith(""0x"", pos)"
356,COR,"||(boolean,boolean)","LHS(boolean,boolean)",org.apache.commons.lang3.math.NumberUtils@createBigInteger(java.lang.String),725,26993,"str.startsWith(""0x"", pos)"
357,COR,"||(boolean,boolean)","RHS(boolean,boolean)",org.apache.commons.lang3.math.NumberUtils@createBigInteger(java.lang.String),725,27022,"str.startsWith(""0x"", pos)"
358,COR,"||(boolean,boolean)","TRUE(boolean,boolean)",org.apache.commons.lang3.math.NumberUtils@createBigInteger(java.lang.String),725,27019,true
359,LVR,POS,0,org.apache.commons.lang3.math.NumberUtils@createBigInteger(java.lang.String),726,27078,0
360,LVR,POS,NEG,org.apache.commons.lang3.math.NumberUtils@createBigInteger(java.lang.String),726,27078,-16
361,STD,<ASSIGN>,<NO-OP>,org.apache.commons.lang3.math.NumberUtils@createBigInteger(java.lang.String),726,27070,<NO-OP>
362,LVR,POS,0,org.apache.commons.lang3.math.NumberUtils@createBigInteger(java.lang.String),727,27101,0
363,LVR,POS,NEG,org.apache.commons.lang3.math.NumberUtils@createBigInteger(java.lang.String),727,27101,-2
364,STD,<ASSIGN>,<NO-OP>,org.apache.commons.lang3.math.NumberUtils@createBigInteger(java.lang.String),727,27094,<NO-OP>
365,COR,<METHOD_INVOCATION(boolean)>,FALSE,org.apache.commons.lang3.math.NumberUtils@createBigInteger(java.lang.String),728,27137,false
366,COR,<METHOD_INVOCATION(boolean)>,TRUE,org.apache.commons.lang3.math.NumberUtils@createBigInteger(java.lang.String),728,27137,true
367,LVR,POS,0,org.apache.commons.lang3.math.NumberUtils@createBigInteger(java.lang.String),729,27216,0
368,LVR,POS,NEG,org.apache.commons.lang3.math.NumberUtils@createBigInteger(java.lang.String),729,27216,-16
369,STD,<ASSIGN>,<NO-OP>,org.apache.commons.lang3.math.NumberUtils@createBigInteger(java.lang.String),729,27208,<NO-OP>
370,STD,<INC>,<NO-OP>,org.apache.commons.lang3.math.NumberUtils@createBigInteger(java.lang.String),730,27232,<NO-OP>
371,LVR,POS,0,org.apache.commons.lang3.math.NumberUtils@createBigInteger(java.lang.String),731,27308,0
372,LVR,POS,NEG,org.apache.commons.lang3.math.NumberUtils@createBigInteger(java.lang.String),731,27308,-1
373,AOR,"+(int,int)","%(int,int)",org.apache.commons.lang3.math.NumberUtils@createBigInteger(java.lang.String),731,27302,pos % 1
374,AOR,"+(int,int)","*(int,int)",org.apache.commons.lang3.math.NumberUtils@createBigInteger(java.lang.String),731,27302,pos * 1
375,AOR,"+(int,int)","-(int,int)",org.apache.commons.lang3.math.NumberUtils@createBigInteger(java.lang.String),731,27302,pos - 1
376,AOR,"+(int,int)","/(int,int)",org.apache.commons.lang3.math.NumberUtils@createBigInteger(java.lang.String),731,27302,pos / 1
377,ROR,">(int,int)","!=(int,int)",org.apache.commons.lang3.math.NumberUtils@createBigInteger(java.lang.String),731,27287,str.length() != pos + 1
378,ROR,">(int,int)",">=(int,int)",org.apache.commons.lang3.math.NumberUtils@createBigInteger(java.lang.String),731,27287,str.length() >= pos + 1
379,ROR,">(int,int)","FALSE(int,int)",org.apache.commons.lang3.math.NumberUtils@createBigInteger(java.lang.String),731,27300,false
380,COR,"&&(boolean,boolean)","==(boolean,boolean)",org.apache.commons.lang3.math.NumberUtils@createBigInteger(java.lang.String),731,27259,"str.startsWith(""0"", pos) == str.length() > pos + 1"
381,COR,"&&(boolean,boolean)","FALSE(boolean,boolean)",org.apache.commons.lang3.math.NumberUtils@createBigInteger(java.lang.String),731,27284,false
382,COR,"&&(boolean,boolean)","LHS(boolean,boolean)",org.apache.commons.lang3.math.NumberUtils@createBigInteger(java.lang.String),731,27259,"str.startsWith(""0"", pos)"
383,COR,"&&(boolean,boolean)","RHS(boolean,boolean)",org.apache.commons.lang3.math.NumberUtils@createBigInteger(java.lang.String),731,27287,str.length() > pos + 1
384,LVR,POS,0,org.apache.commons.lang3.math.NumberUtils@createBigInteger(java.lang.String),732,27382,0
385,LVR,POS,NEG,org.apache.commons.lang3.math.NumberUtils@createBigInteger(java.lang.String),732,27382,-8
386,STD,<ASSIGN>,<NO-OP>,org.apache.commons.lang3.math.NumberUtils@createBigInteger(java.lang.String),732,27374,<NO-OP>
387,STD,<INC>,<NO-OP>,org.apache.commons.lang3.math.NumberUtils@createBigInteger(java.lang.String),733,27397,<NO-OP>
388,COR,<IDENTIFIER(boolean)>,FALSE,org.apache.commons.lang3.math.NumberUtils@createBigInteger(java.lang.String),737,27541,false
389,COR,<IDENTIFIER(boolean)>,TRUE,org.apache.commons.lang3.math.NumberUtils@createBigInteger(java.lang.String),737,27541,true
390,ROR,"==(java.lang.Object,java.lang.Object)","FALSE(java.lang.Object,java.lang.Object)",org.apache.commons.lang3.math.NumberUtils@createBigDecimal(java.lang.String),750,28059,false
391,COR,<METHOD_INVOCATION(boolean)>,FALSE,org.apache.commons.lang3.math.NumberUtils@createBigDecimal(java.lang.String),754,28209,false
392,COR,<METHOD_INVOCATION(boolean)>,TRUE,org.apache.commons.lang3.math.NumberUtils@createBigDecimal(java.lang.String),754,28209,true
393,COR,<METHOD_INVOCATION(boolean)>,FALSE,org.apache.commons.lang3.math.NumberUtils@createBigDecimal(java.lang.String),757,28346,false
394,COR,<METHOD_INVOCATION(boolean)>,TRUE,org.apache.commons.lang3.math.NumberUtils@createBigDecimal(java.lang.String),757,28346,true
395,STD,<CALL>,<NO-OP>,org.apache.commons.lang3.math.NumberUtils@min(long[]),779,29247,<NO-OP>
396,LVR,0,POS,org.apache.commons.lang3.math.NumberUtils@min(long[]),782,29332,1
397,LVR,0,NEG,org.apache.commons.lang3.math.NumberUtils@min(long[]),782,29332,-1
398,LVR,POS,0,org.apache.commons.lang3.math.NumberUtils@min(long[]),783,29357,0
399,LVR,POS,NEG,org.apache.commons.lang3.math.NumberUtils@min(long[]),783,29357,-1
400,ROR,"<(int,int)","!=(int,int)",org.apache.commons.lang3.math.NumberUtils@min(long[]),783,29360,i != array.length
401,ROR,"<(int,int)","<=(int,int)",org.apache.commons.lang3.math.NumberUtils@min(long[]),783,29360,i <= array.length
402,ROR,"<(int,int)","FALSE(int,int)",org.apache.commons.lang3.math.NumberUtils@min(long[]),783,29362,false
403,ROR,"<(long,long)","!=(long,long)",org.apache.commons.lang3.math.NumberUtils@min(long[]),784,29401,array[i] != min
404,ROR,"<(long,long)","<=(long,long)",org.apache.commons.lang3.math.NumberUtils@min(long[]),784,29401,array[i] <= min
405,ROR,"<(long,long)","FALSE(long,long)",org.apache.commons.lang3.math.NumberUtils@min(long[]),784,29410,false
406,STD,<ASSIGN>,<NO-OP>,org.apache.commons.lang3.math.NumberUtils@min(long[]),785,29435,<NO-OP>
407,STD,<CALL>,<NO-OP>,org.apache.commons.lang3.math.NumberUtils@min(int[]),802,29923,<NO-OP>
408,LVR,0,POS,org.apache.commons.lang3.math.NumberUtils@min(int[]),805,30007,1
409,LVR,0,NEG,org.apache.commons.lang3.math.NumberUtils@min(int[]),805,30007,-1
410,LVR,POS,0,org.apache.commons.lang3.math.NumberUtils@min(int[]),806,30032,0
411,LVR,POS,NEG,org.apache.commons.lang3.math.NumberUtils@min(int[]),806,30032,-1
412,ROR,"<(int,int)","!=(int,int)",org.apache.commons.lang3.math.NumberUtils@min(int[]),806,30035,j != array.length
413,ROR,"<(int,int)","<=(int,int)",org.apache.commons.lang3.math.NumberUtils@min(int[]),806,30035,j <= array.length
414,ROR,"<(int,int)","FALSE(int,int)",org.apache.commons.lang3.math.NumberUtils@min(int[]),806,30037,false
415,ROR,"<(int,int)","!=(int,int)",org.apache.commons.lang3.math.NumberUtils@min(int[]),807,30076,array[j] != min
416,ROR,"<(int,int)","<=(int,int)",org.apache.commons.lang3.math.NumberUtils@min(int[]),807,30076,array[j] <= min
417,ROR,"<(int,int)","FALSE(int,int)",org.apache.commons.lang3.math.NumberUtils@min(int[]),807,30085,false
418,STD,<ASSIGN>,<NO-OP>,org.apache.commons.lang3.math.NumberUtils@min(int[]),808,30110,<NO-OP>
419,STD,<CALL>,<NO-OP>,org.apache.commons.lang3.math.NumberUtils@min(short[]),825,30602,<NO-OP>
420,LVR,0,POS,org.apache.commons.lang3.math.NumberUtils@min(short[]),828,30688,1
421,LVR,0,NEG,org.apache.commons.lang3.math.NumberUtils@min(short[]),828,30688,-1
422,LVR,POS,0,org.apache.commons.lang3.math.NumberUtils@min(short[]),829,30713,0
423,LVR,POS,NEG,org.apache.commons.lang3.math.NumberUtils@min(short[]),829,30713,-1
424,ROR,"<(int,int)","!=(int,int)",org.apache.commons.lang3.math.NumberUtils@min(short[]),829,30716,i != array.length
425,ROR,"<(int,int)","<=(int,int)",org.apache.commons.lang3.math.NumberUtils@min(short[]),829,30716,i <= array.length
426,ROR,"<(int,int)","FALSE(int,int)",org.apache.commons.lang3.math.NumberUtils@min(short[]),829,30718,false
427,ROR,"<(int,int)","!=(int,int)",org.apache.commons.lang3.math.NumberUtils@min(short[]),830,30757,array[i] != min
428,ROR,"<(int,int)","<=(int,int)",org.apache.commons.lang3.math.NumberUtils@min(short[]),830,30757,array[i] <= min
